,entry,label
718,"But no claim of this description is made for the virtuous man by the utilitarian doctrine. Utilitarians are quite aware that there are other desirable possessions and qualities besides virtue, and are perfectly willing to allow to all of them their full worth. They are also aware that a right action does not necessarily indicate a virtuous character, and that actions which are blameable often proceed from qualities entitled to praise. When this is apparent in any particular case, it modifies their estimation, not certainly of the act, but of the agent. I grant that they are, notwithstanding, of opinion, that in the long run the best proof of a good character is good actions; and resolutely refuse to consider any mental disposition as good, of which the predominant tendency is to produce bad conduct. This makes them unpopular with many people; but it is an unpopularity which they must share with every one who regards the distinction between right and wrong in a serious light; and the reproach is not one which a conscientious utilitarian need be anxious to repel. If no more be meant by the objection than that many utilitarians look on the morality of actions, as measured by the utilitarian standard, with too exclusive a regard, and do not lay sufficient stress upon the other beauties of character which go towards making a human being loveable or admirable, this may be admitted. Utilitarians who have cultivated their moral feelings, but not their sympathies nor their artistic perceptions, do fall into this mistake; and so do all other moralists under the same conditions. What can be said in excuse for other moralists is equally available for them, namely, that if there is to be any error, it is better that it should be on that side. As",utilitarianism
719,"a matter of fact, we may affirm that among utilitarians as among adherents of other systems, there is every imaginable degree of rigidity and of laxity in the application of their standard: some are even puritanically rigorous, while others are as indulgent as can possibly be desired by sinner or by sentimentalist. But on the whole, a doctrine which brings prominently forward the interest that mankind have in the repression and prevention of conduct which violates the moral law, is likely to be inferior to no other in turning the sanctions of opinion against such violations. It is true, the question, What does violate the moral law? is one on which those who recognise different standards of morality are likely now and then to differ. But difference of opinion on moral questions was not first introduced into the world by utilitarianism, while that doctrine does supply, if not always an easy, at all events a tangible and intelligible mode of deciding such differences. It may not be superfluous to notice a few more of the common misapprehensions of utilitarian ethics, even those which are so obvious and gross that it might appear impossible for any person of candour and intelligence to fall into them: since persons, even of considerable mental endowments, often give themselves so little trouble to understand the bearings of any opinion against which they entertain a prejudice, and men are in general so little conscious of this voluntary ignorance as a defect, that the vulgarest misunderstandings of ethical doctrines are continually met with in the deliberate writings of persons of the greatest pretensions both to high principle and to philosophy. We not uncommonly hear the doctrine of utility inveighed against as a _godless_ doctrine. If it be necessary to say anything at all against so mere an",utilitarianism
720,"assumption, we may say that the question depends upon what idea we have formed of the moral character of the Deity. If it be a true belief that God desires, above all things, the happiness of his creatures, and that this was his purpose in their creation, utility is not only not a godless doctrine, but more profoundly religious than any other. If it be meant that utilitarianism does not recognise the revealed will of God as the supreme law of morals, I answer, that an utilitarian who believes in the perfect goodness and wisdom of God, necessarily believes that whatever God has thought fit to reveal on the subject of morals, must fulfil the requirements of utility in a supreme degree. But others besides utilitarians have been of opinion that the Christian revelation was intended, and is fitted, to inform the hearts and minds of mankind with a spirit which should enable them to find for themselves what is right, and incline them to do it when found, rather than to tell them, except in a very general way, what it is: and that we need a doctrine of ethics, carefully followed out, to _interpret_ to us the will of God. Whether this opinion is correct or not, it is superfluous here to discuss; since whatever aid religion, either natural or revealed, can afford to ethical investigation, is as open to the utilitarian moralist as to any other. He can use it as the testimony of God to the usefulness or hurtfulness of any given course of action, by as good a right as others can use it for the indication of a transcendental law, having no connexion with usefulness or with happiness. Again, Utility is often summarily stigmatized as an immoral doctrine by giving it the name of",utilitarianism
721,"Expediency, and taking advantage of the popular use of that term to contrast it with Principle. But the Expedient, in the sense in which it is opposed to the Right, generally means that which is expedient for the particular interest of the agent himself: as when a minister sacrifices the interest of his country to keep himself in place. When it means anything better than this, it means that which is expedient for some immediate object, some temporary purpose, but which violates a rule whose observance is expedient in a much higher degree. The Expedient, in this sense, instead of being the same thing with the useful, is a branch of the hurtful. Thus, it would often be expedient, for the purpose of getting over some momentary embarrassment, or attaining some object immediately useful to ourselves or others, to tell a lie. But inasmuch as the cultivation in ourselves of a sensitive feeling on the subject of veracity, is one of the most useful, and the enfeeblement of that feeling one of the most hurtful, things to which our conduct can be instrumental; and inasmuch as any, even unintentional, deviation from truth, does that much towards weakening the trustworthiness of human assertion, which is not only the principal support of all present social well-being, but the insufficiency of which does more than any one thing that can be named to keep back civilisation, virtue, everything on which human happiness on the largest scale depends; we feel that the violation, for a present advantage, of a rule of such transcendent expediency, is not expedient, and that he who, for the sake of a convenience to himself or to some other individual, does what depends on him to deprive mankind of the good, and inflict upon them the evil, involved in the",utilitarianism
722,"greater or less reliance which they can place in each other's word, acts the part of one of their worst enemies. Yet that even this rule, sacred as it is, admits of possible exceptions, is acknowledged by all moralists; the chief of which is when the withholding of some fact (as of information from a male-factor, or of bad news from a person dangerously ill) would preserve some one (especially a person other than oneself) from great and unmerited evil, and when the withholding can only be effected by denial. But in order that the exception may not extend itself beyond the need, and may have the least possible effect in weakening reliance on veracity, it ought to be recognized, and, if possible, its limits defined; and if the principle of utility is good for anything, it must be good for weighing these conflicting utilities against one another, and marking out the region within which one or the other preponderates. Again, defenders of utility often find themselves called upon to reply to such objections as this--that there is not time, previous to action, for calculating and weighing the effects of any line of conduct on the general happiness. This is exactly as if any one were to say that it is impossible to guide our conduct by Christianity, because there is not time, on every occasion on which anything has to be done, to read through the Old and New Testaments. The answer to the objection is, that there has been ample time, namely, the whole past duration of the human species. During all that time mankind have been learning by experience the tendencies of actions; on which experience all the prudence, as well as all the morality of life, is dependent. People talk as if the commencement of this",utilitarianism
723,"course of experience had hitherto been put off, and as if, at the moment when some man feels tempted to meddle with the property or life of another, he had to begin considering for the first time whether murder and theft are injurious to human happiness. Even then I do not think that he would find the question very puzzling; but, at all events, the matter is now done to his hand. It is truly a whimsical supposition, that if mankind were agreed in considering utility to be the test of morality, they would remain without any agreement as to what is useful, and would take no measures for having their notions on the subject taught to the young, and enforced by law and opinion. There is no difficulty in proving any ethical standard whatever to work ill, if we suppose universal idiocy to be conjoined with it, but on any hypothesis short of that, mankind must by this time have acquired positive beliefs as to the effects of some actions on their happiness; and the beliefs which have thus come down are the rules of morality for the multitude, and for the philosopher until he has succeeded in finding better. That philosophers might easily do this, even now, on many subjects; that the received code of ethics is by no means of divine right; and that mankind have still much to learn as to the effects of actions on the general happiness, I admit, or rather, earnestly maintain. The corollaries from the principle of utility, like the precepts of every practical art, admit of indefinite improvement, and, in a progressive state of the human mind, their improvement is perpetually going on. But to consider the rules of morality as improvable, is one thing; to pass over the intermediate generalizations",utilitarianism
724,"entirely, and endeavour to test each individual action directly by the first principle, is another. It is a strange notion that the acknowledgment of a first principle is inconsistent with the admission of secondary ones. To inform a traveller respecting the place of his ultimate destination, is not to forbid the use of landmarks and direction-posts on the way. The proposition that happiness is the end and aim of morality, does not mean that no road ought to be laid down to that goal, or that persons going thither should not be advised to take one direction rather than another. Men really ought to leave off talking a kind of nonsense on this subject, which they would neither talk nor listen to on other matters of practical concernment. Nobody argues that the art of navigation is not founded on astronomy, because sailors cannot wait to calculate the Nautical Almanack. Being rational creatures, they go to sea with it ready calculated; and all rational creatures go out upon the sea of life with their minds made up on the common questions of right and wrong, as well as on many of the far more difficult questions of wise and foolish. And this, as long as foresight is a human quality, it is to be presumed they will continue to do. Whatever we adopt as the fundamental principle of morality, we require subordinate principles to apply it by: the impossibility of doing without them, being common to all systems, can afford no argument against any one in particular: but gravely to argue as if no such secondary principles could be had, and as if mankind had remained till now, and always must remain, without drawing any general conclusions from the experience of human life, is as high a pitch, I think, as",utilitarianism
725,"absurdity has ever reached in philosophical controversy. The remainder of the stock arguments against utilitarianism mostly consist in laying to its charge the common infirmities of human nature, and the general difficulties which embarrass conscientious persons in shaping their course through life. We are told that an utilitarian will be apt to make his own particular case an exception to moral rules, and, when under temptation, will see an utility in the breach of a rule, greater than he will see in its observance. But is utility the only creed which is able to furnish us with excuses for evil doing, and means of cheating our own conscience? They are afforded in abundance by all doctrines which recognise as a fact in morals the existence of conflicting considerations; which all doctrines do, that have been believed by sane persons. It is not the fault of any creed, but of the complicated nature of human affairs, that rules of conduct cannot be so framed as to require no exceptions, and that hardly any kind of action can safely be laid down as either always obligatory or always condemnable. There is no ethical creed which does not temper the rigidity of its laws, by giving a certain latitude, under the moral responsibility of the agent, for accommodation to peculiarities of circumstances; and under every creed, at the opening thus made, self-deception and dishonest casuistry get in. There exists no moral system under which there do not arise unequivocal cases of conflicting obligation. These are the real difficulties, the knotty points both in the theory of ethics, and in the conscientious guidance of personal conduct. They are overcome practically with greater or with less success according to the intellect and virtue of the individual; but it can hardly be pretended that any one",utilitarianism
726,"will be the less qualified for dealing with them, from possessing an ultimate standard to which conflicting rights and duties can be referred. If utility is the ultimate source of moral obligations, utility may be invoked to decide between them when their demands are incompatible. Though the application of the standard may be difficult, it is better than none at all: while in other systems, the moral laws all claiming independent authority, there is no common umpire entitled to interfere between them; their claims to precedence one over another rest on little better than sophistry, and unless determined, as they generally are, by the unacknowledged influence of considerations of utility, afford a free scope for the action of personal desires and partialities. We must remember that only in these cases of conflict between secondary principles is it requisite that first principles should be appealed to. There is no case of moral obligation in which some secondary principle is not involved; and if only one, there can seldom be any real doubt which one it is, in the mind of any person by whom the principle itself is recognized. [Footnote A: The author of this essay has reason for believing himself to be the first person who brought the word utilitarian into use. He did not invent it, but adopted it from a passing expression in Mr. Galt's _Annals of the Parish_. After using it as a designation for several years, he and others abandoned it from a growing dislike to anything resembling a badge or watchword of sectarian distinction. But as a name for one single opinion, not a set of opinions--to denote the recognition of utility as a standard, not any particular way of applying it--the term supplies a want in the language, and offers, in many cases, a",utilitarianism
727,"convenient mode of avoiding tiresome circumlocution.] [Footnote B: An opponent, whose intellectual and moral fairness it is a pleasure to acknowledge (the Rev. J. Llewellyn Davis), has objected to this passage, saying, ""Surely the rightness or wrongness of saving a man from drowning does depend very much upon the motive with which it is done. Suppose that a tyrant, when his enemy jumped into the sea to escape from him, saved him from drowning simply in order that he might inflict upon him more exquisite tortures, would it tend to clearness to speak of that rescue as 'a morally right action?' Or suppose again, according to one of the stock illustrations of ethical inquiries, that a man betrayed a trust received from a friend, because the discharge of it would fatally injure that friend himself or some one belonging to him, would utilitarianism compel one to call the betrayal 'a crime' as much as if it had been done from the meanest motive?"" I submit, that he who saves another from drowning in order to kill him by torture afterwards, does not differ only in motive from him who does the same thing from duty or benevolence; the act itself is different. The rescue of the man is, in the case supposed, only the necessary first step of an act far more atrocious than leaving him to drown would have been. Had Mr. Davis said, ""The rightness or wrongness of saving a man from drowning does depend very much""--not upon the motive, but--""upon the _intention_"" no utilitarian would have differed from him. Mr. Davis, by an oversight too common not to be quite venial, has in this case confounded the very different ideas of Motive and Intention. There is no point which utilitarian thinkers (and Bentham pre-eminently) have taken more",utilitarianism
728,"pains to illustrate than this. The morality of the action depends entirely upon the intention--that is, upon what the agent _wills to do_. But the motive, that is, the feeling which makes him will so to do, when it makes no difference in the act, makes none in the morality: though it makes a great difference in our moral estimation of the agent, especially if it indicates a good or a bad habitual _disposition_--a bent of character from which useful, or from which hurtful actions are likely to arise.] The question is often asked, and properly so, in regard to any supposed moral standard--What is its sanction? what are the motives to obey it? or more specifically, what is the source of its obligation? whence does it derive its binding force? It is a necessary part of moral philosophy to provide the answer to this question; which, though frequently assuming the shape of an objection to the utilitarian morality, as if it had some special applicability to that above others, really arises in regard to all standards. It arises, in fact, whenever a person is called on to adopt a standard or refer morality to any basis on which he has not been accustomed to rest it. For the customary morality, that which education and opinion have consecrated, is the only one which presents itself to the mind with the feeling of being _in itself_ obligatory; and when a person is asked to believe that this morality _derives_ its obligation from some general principle round which custom has not thrown the same halo, the assertion is to him a paradox; the supposed corollaries seem to have a more binding force than the original theorem; the superstructure seems to stand better without, than with, what is represented as its foundation. He",utilitarianism
729,"says to himself, I feel that I am bound not to rob or murder, betray or deceive; but why am I bound to promote the general happiness? If my own happiness lies in something else, why may I not give that the preference? If the view adopted by the utilitarian philosophy of the nature of the moral sense be correct, this difficulty will always present itself, until the influences which form moral character have taken the same hold of the principle which they have taken of some of the consequences--until, by the improvement of education, the feeling of unity with our fellow creatures shall be (what it cannot be doubted that Christ intended it to be) as deeply rooted in our character, and to our own consciousness as completely a part of our nature, as the horror of crime is in an ordinarily well-brought-up young person. In the mean time, however, the difficulty has no peculiar application to the doctrine of utility, but is inherent in every attempt to analyse morality and reduce it to principles; which, unless the principle is already in men's minds invested with as much sacredness as any of its applications, always seems to divest them of a part of their sanctity. The principle of utility either has, or there is no reason why it might not have, all the sanctions which belong to any other system of morals. Those sanctions are either external or internal. Of the external sanctions it is not necessary to speak at any length. They are, the hope of favour and the fear of displeasure from our fellow creatures or from the Ruler of the Universe, along with whatever we may have of sympathy or affection for them or of love and awe of Him, inclining us to do His will",utilitarianism
730,"independently of selfish consequences. There is evidently no reason why all these motives for observance should not attach themselves to the utilitarian morality, as completely and as powerfully as to any other. Indeed, those of them which refer to our fellow creatures are sure to do so, in proportion to the amount of general intelligence; for whether there be any other ground of moral obligation than the general happiness or not, men do desire happiness; and however imperfect may be their own practice, they desire and commend all conduct in others towards themselves, by which they think their happiness is promoted. With regard to the religious motive, if men believe, as most profess to do, in the goodness of God, those who think that conduciveness to the general happiness is the essence, or even only the criterion, of good, must necessarily believe that it is also that which God approves. The whole force therefore of external reward and punishment, whether physical or moral, and whether proceeding from God or from our fellow men, together with all that the capacities of human nature admit, of disinterested devotion to either, become available to enforce the utilitarian morality, in proportion as that morality is recognized; and the more powerfully, the more the appliances of education and general cultivation are bent to the purpose. So far as to external sanctions. The internal sanction of duty, whatever our standard of duty may be, is one and the same--a feeling in our own mind; a pain, more or less intense, attendant on violation of duty, which in properly cultivated moral natures rises, in the more serious cases, into shrinking from it as an impossibility. This feeling, when disinterested, and connecting itself with the pure idea of duty, and not with some particular form of it, or",utilitarianism
731,"with any of the merely accessory circumstances, is the essence of Conscience; though in that complex phenomenon as it actually exists, the simple fact is in general all encrusted over with collateral associations, derived from sympathy, from love, and still more from fear; from all the forms of religious feeling; from the recollections of childhood and of all our past life; from self-esteem, desire of the esteem of others, and occasionally even self-abasement. This extreme complication is, I apprehend, the origin of the sort of mystical character which, by a tendency of the human mind of which there are many other examples, is apt to be attributed to the idea of moral obligation, and which leads people to believe that the idea cannot possibly attach itself to any other objects than those which, by a supposed mysterious law, are found in our present experience to excite it. Its binding force, however, consists in the existence of a mass of feeling which must be broken through in order to do what violates our standard of right, and which, if we do nevertheless violate that standard, will probably have to be encountered afterwards in the form of remorse. Whatever theory we have of the nature or origin of conscience, this is what essentially constitutes it. The ultimate sanction, therefore, of all morality (external motives apart) being a subjective feeling in our own minds, I see nothing embarrassing to those whose standard is utility, in the question, what is the sanction of that particular standard? We may answer, the same as of all other moral standards--the conscientious feelings of mankind. Undoubtedly this sanction has no binding efficacy on those who do not possess the feelings it appeals to; but neither will these persons be more obedient to any other moral principle than to",utilitarianism
732,"the utilitarian one. On them morality of any kind has no hold but through the external sanctions. Meanwhile the feelings exist, a feet in human nature, the reality of which, and the great power with which they are capable of acting on those in whom they have been duly cultivated, are proved by experience. No reason has ever been shown why they may not be cultivated to as great intensity in connection with the utilitarian, as with any other rule of morals. There is, I am aware, a disposition to believe that a person who sees in moral obligation a transcendental fact, an objective reality belonging to the province of ""Things in themselves,"" is likely to be more obedient to it than one who believes it to be entirely subjective, having its seat in human consciousness only. But whatever a person's opinion may be on this point of Ontology, the force he is really urged by is his own subjective feeling, and is exactly measured by its strength. No one's belief that Duty is an objective reality is stronger than the belief that God is so; yet the belief in God, apart from the expectation of actual reward and punishment, only operates on conduct through, and in proportion to, the subjective religious feeling. The sanction, so far as it is disinterested, is always in the mind itself; and the notion, therefore, of the transcendental moralists must be, that this sanction will not exist _in_ the mind unless it is believed to have its root out of the mind; and that if a person is able to say to himself, That which is restraining me, and which is called my conscience, is only a feeling in my own mind, he may possibly draw the conclusion that when the feeling ceases the",utilitarianism
733,"obligation ceases, and that if he find the feeling inconvenient, he may disregard it, and endeavour to get rid of it. But is this danger confined to the utilitarian morality? Does the belief that moral obligation has its seat outside the mind make the feeling of it too strong to be got rid of? The fact is so far otherwise, that all moralists admit and lament the ease with which, in the generality of minds, conscience can be silenced or stifled. The question, Need I obey my conscience? is quite as often put to themselves by persons who never heard of the principle of utility, as by its adherents. Those whose conscientious feelings are so weak as to allow of their asking this question, if they answer it affirmatively, will not do so because they believe in the transcendental theory, but because of the external sanctions. It is not necessary, for the present purpose, to decide whether the feeling of duty is innate or implanted. Assuming it to be innate, it is an open question to what objects it naturally attaches itself; for the philosophic supporters of that theory are now agreed that the intuitive perception is of principles of morality, and not of the details. If there be anything innate in the matter, I see no reason why the feeling which is innate should not be that of regard to the pleasures and pains of others. If there is any principle of morals which is intuitively obligatory, I should say it must be that. If so, the intuitive ethics would coincide with the utilitarian, and there would be no further quarrel between them. Even as it is, the intuitive moralists, though they believe that there are other intuitive moral obligations, do already believe this to be one; for they",utilitarianism
734,"unanimously hold that a large portion of morality turns upon the consideration due to the interests of our fellow creatures. Therefore, if the belief in the transcendental origin of moral obligation gives any additional efficacy to the internal sanction, it appears to me that the utilitarian principle has already the benefit of it. On the other hand, if, as is my own belief, the moral feelings are not innate, but acquired, they are not for that reason the less natural. It is natural to man to speak, to reason, to build cities, to cultivate the ground, though these are acquired faculties. The moral feelings are not indeed a part of our nature, in the sense of being in any perceptible degree present in all of us; but this, unhappily, is a fact admitted by those who believe the most strenuously in their transcendental origin. Like the other acquired capacities above referred to, the moral faculty, if not a part of our nature, is a natural outgrowth from it; capable, like them, in a certain small degree, of springing up spontaneously; and susceptible of being brought by cultivation to a high degree of development. Unhappily it is also susceptible, by a sufficient use of the external sanctions and of the force of early impressions, of being cultivated in almost any direction: so that there is hardly anything so absurd or so mischievous that it may not, by means of these influences, be made to act on the human mind with all the authority of conscience. To doubt that the same potency might be given by the same means to the principle of utility, even if it had no foundation in human nature, would be flying in the face of all experience. But moral associations which are wholly of artificial creation, when",utilitarianism
735,"intellectual culture goes on, yield by degrees to the dissolving force of analysis: and if the feeling of duty, when associated with utility, would appear equally arbitrary; if there were no leading department of our nature, no powerful class of sentiments, with which that association would harmonize, which would make us feel it congenial, and incline us not only to foster it in others (for which we have abundant interested motives), but also to cherish it in ourselves; if there were not, in short, a natural basis of sentiment for utilitarian morality, it might well happen that this association also, even after it had been implanted by education, might be analysed away. But there is this basis of powerful natural sentiment; and this it is which, when once the general happiness is recognized as the ethical standard, will constitute the strength of the utilitarian morality. This firm foundation is that of the social feelings of mankind; the desire to be in unity with our fellow creatures, which is already a powerful principle in human nature, and happily one of those which tend to become stronger, even without express inculcation, from the influences of advancing civilization. The social state is at once so natural, so necessary, and so habitual to man, that, except in some unusual circumstances or by an effort of voluntary abstraction, he never conceives himself otherwise than as a member of a body; and this association is riveted more and more, as mankind are further removed from the state of savage independence. Any condition, therefore, which is essential to a state of society, becomes more and more an inseparable part of every person's conception of the state of things which he is born into, and which is the destiny of a human being. Now, society between human beings,",utilitarianism
736,"except in the relation of master and slave, is manifestly impossible on any other footing than that the interests of all are to be consulted. Society between equals can only exist on the understanding that the interests of all are to be regarded equally. And since in all states of civilization, every person, except an absolute monarch, has equals, every one is obliged to live on these terms with somebody; and in every age some advance is made towards a state in which it will be impossible to live permanently on other terms with anybody. In this way people grow up unable to conceive as possible to them a state of total disregard of other people's interests. They are under a necessity of conceiving themselves as at least abstaining from all the grosser injuries, and (if only for their own protection.) living in a state of constant protest against them. They are also familiar with the fact of co-operating with others, and proposing to themselves a collective, not an individual, interest, as the aim (at least for the time being) of their actions. So long as they are co-operating, their ends are identified with those of others; there is at least a temporary feeling that the interests of others are their own interests. Not only does all strengthening of social ties, and all healthy growth of society, give to each individual a stronger personal interest in practically consulting the welfare of others; it also leads him to identify his feelings more and more with their good, or at least with an ever greater degree of practical consideration for it. He comes, as though instinctively, to be conscious of himself as a being who _of course_ pays regard to others. The good of others becomes to him a thing naturally and",utilitarianism
737,"necessarily to be attended to, like any of the physical conditions of our existence. Now, whatever amount of this feeling a person has, he is urged by the strongest motives both of interest and of sympathy to demonstrate it, and to the utmost of his power encourage it in others; and even if he has none of it himself, he is as greatly interested as any one else that others should have it. Consequently, the smallest germs of the feeling are laid hold of and nourished by the contagion of sympathy and the influences of education; and a complete web of corroborative association is woven round it, by the powerful agency of the external sanctions. This mode of conceiving ourselves and human life, as civilization goes on, is felt to be more and more natural. Every step in political improvement renders it more so, by removing the sources of opposition of interest, and levelling those inequalities of legal privilege between individuals or classes, owing to which there are large portions of mankind whose happiness it is still practicable to disregard. In an improving state of the human mind, the influences are constantly on the increase, which tend to generate in each individual a feeling of unity with all the rest; which feeling, if perfect, would make him never think of, or desire, any beneficial condition for himself, in the benefits of which they are not included. If we now suppose this feeling of unity to be taught as a religion, and the whole force of education, of institutions, and of opinion, directed, as it once was in the case of religion, to make every person grow up from infancy surrounded on all sides both by the profession and by the practice of it, I think that no one, who can",utilitarianism
738,"realize this conception, will feel any misgiving about the sufficiency of the ultimate sanction for the Happiness morality. To any ethical student who finds the realization difficult, I recommend, as a means of facilitating it, the second of M. Comte's two principal works, the _Système de Politique Positive_. I entertain the strongest objections to the system of politics and morals set forth in that treatise; but I think it has superabundantly shown the possibility of giving to the service of humanity, even without the aid of belief in a Providence, both the physical power and the social efficacy of a religion; making it take hold of human life, and colour all thought, feeling, and action, in a manner of which the greatest ascendency ever exercised by any religion may be but a type and foretaste; and of which the danger is, not that it should be insufficient, but that it should be so excessive as to interfere unduly with human freedom and individuality. Neither is it necessary to the feeling which constitutes the binding force of the utilitarian morality on those who recognize it, to wait for those social influences which would make its obligation felt by mankind at large. In the comparatively early state of human advancement in which we now live, a person cannot indeed feel that entireness of sympathy with all others, which would make any real discordance in the general direction of their conduct in life impossible; but already a person in whom the social feeling is at all developed, cannot bring himself to think of the rest of his fellow creatures as struggling rivals with him for the means of happiness, whom he must desire to see defeated in their object in order that he may succeed in his. The deeply-rooted conception which every individual",utilitarianism
739,"even now has of himself as a social being, tends to make him feel it one of his natural wants that there should be harmony between his feelings and aims and those of his fellow creatures. If differences of opinion and of mental culture make it impossible for him to share many of their actual feelings-perhaps make him denounce and defy those feelings-he still needs to be conscious that his real aim and theirs do not conflict; that he is not opposing himself to what they really wish for, namely, their own good, but is, on the contrary, promoting it. This feeling in most individuals is much inferior in strength to their selfish feelings, and is often wanting altogether. But to those who have it, it possesses all the characters of a natural feeling. It does not present itself to their minds as a superstition of education, or a law despotically imposed by the power of society, but as an attribute which it would not be well for them to be without. This conviction is the ultimate sanction of the greatest-happiness morality. This it is which makes any mind, of well-developed feelings, work with, and not against, the outward motives to care for others, afforded by what I have called the external sanctions; and when those sanctions are wanting, or act in an opposite direction, constitutes in itself a powerful internal binding force, in proportion to the sensitiveness and thoughtfulness of the character; since few but those whose mind is a moral blank, could bear to lay out their course of life on the plan of paying no regard to others except so far as their own private interest compels. It has already been remarked, that questions of ultimate ends do not admit of proof, in the ordinary acceptation of",utilitarianism
740,"the term. To be incapable of proof by reasoning is common to all first principles; to the first premises of our knowledge, as well as to those of our conduct. But the former, being matters of fact, may be the subject of a direct appeal to the faculties which judge of fact--namely, our senses, and our internal consciousness. Can an appeal be made to the same faculties on questions of practical ends? Or by what other faculty is cognizance taken of them? Questions about ends are, in other words, questions what things are desirable. The utilitarian doctrine is, that happiness is desirable, and the only thing desirable, as an end; all other things being only desirable as means to that end. What ought to be required of this doctrine--what conditions is it requisite that the doctrine should fulfil--to make good its claim to be believed? The only proof capable of being given that an object is visible, is that people actually see it. The only proof that a sound is audible, is that people hear it: and so of the other sources of our experience. In like manner, I apprehend, the sole evidence it is possible to produce that anything is desirable, is that people do actually desire it. If the end which the utilitarian doctrine proposes to itself were not, in theory and in practice, acknowledged to be an end, nothing could ever convince any person that it was so. No reason can be given why the general happiness is desirable, except that each person, so far as he believes it to be attainable, desires his own happiness. This, however, being a fact, we have not only all the proof which the case admits of, but all which it is possible to require, that happiness is a good: that",utilitarianism
741,"each person's happiness is a good to that person, and the general happiness, therefore, a good to the aggregate of all persons. Happiness has made out its title as _one_ of the ends of conduct, and consequently one of the criteria of morality. But it has not, by this alone, proved itself to be the sole criterion. To do that, it would seem, by the same rule, necessary to show, not only that people desire happiness, but that they never desire anything else. Now it is palpable that they do desire things which, in common language, are decidedly distinguished from happiness. They desire, for example, virtue, and the absence of vice, no less really than pleasure and the absence of pain. The desire of virtue is not as universal, but it is as authentic a fact, as the desire of happiness. And hence the opponents of the utilitarian standard deem that they have a right to infer that there are other ends of human action besides happiness, and that happiness is not the standard of approbation and disapprobation. But does the utilitarian doctrine deny that people desire virtue, or maintain that virtue is not a thing to be desired? The very reverse. It maintains not only that virtue is to be desired, but that it is to be desired disinterestedly, for itself. Whatever may be the opinion of utilitarian moralists as to the original conditions by which virtue is made virtue; however they may believe (as they do) that actions and dispositions are only virtuous because they promote another end than virtue; yet this being granted, and it having been decided, from considerations of this description, what _is_ virtuous, they not only place virtue at the very head of the things which are good as means to the ultimate end,",utilitarianism
742,"but they also recognise as a psychological fact the possibility of its being, to the individual, a good in itself, without looking to any end beyond it; and hold, that the mind is not in a right state, not in a state conformable to Utility, not in the state most conducive to the general happiness, unless it does love virtue in this manner--as a thing desirable in itself, even although, in the individual instance, it should not produce those other desirable consequences which it tends to produce, and on account of which it is held to be virtue. This opinion is not, in the smallest degree, a departure from the Happiness principle. The ingredients of happiness are very various, and each of them is desirable in itself, and not merely when considered as swelling an aggregate. The principle of utility does not mean that any given pleasure, as music, for instance, or any given exemption from pain, as for example health, are to be looked upon as means to a collective something termed happiness, and to be desired on that account. They are desired and desirable in and for themselves; besides being means, they are a part of the end. Virtue, according to the utilitarian doctrine, is not naturally and originally part of the end, but it is capable of becoming so; and in those who love it disinterestedly it has become so, and is desired and cherished, not as a means to happiness, but as a part of their happiness. To illustrate this farther, we may remember that virtue is not the only thing, originally a means, and which if it were not a means to anything else, would be and remain indifferent, but which by association with what it is a means to, comes to be desired for",utilitarianism
743,"itself, and that too with the utmost intensity. What, for example, shall we say of the love of money? There is nothing originally more desirable about money than about any heap of glittering pebbles. Its worth is solely that of the things which it will buy; the desires for other things than itself, which it is a means of gratifying. Yet the love of money is not only one of the strongest moving forces of human life, but money is, in many cases, desired in and for itself; the desire to possess it is often stronger than the desire to use it, and goes on increasing when all the desires which point to ends beyond it, to be compassed by it, are falling off. It may be then said truly, that money is desired not for the sake of an end, but as part of the end. From being a means to happiness, it has come to be itself a principal ingredient of the individual's conception of happiness. The same may be said of the majority of the great objects of human life--power, for example, or fame; except that to each of these there is a certain amount of immediate pleasure annexed, which has at least the semblance of being naturally inherent in them; a thing which cannot be said of money. Still, however, the strongest natural attraction, both of power and of fame, is the immense aid they give to the attainment of our other wishes; and it is the strong association thus generated between them and all our objects of desire, which gives to the direct desire of them the intensity it often assumes, so as in some characters to surpass in strength all other desires. In these cases the means have become a part of the end,",utilitarianism
